Month,Price,Change,Iowa,Minesota,Nebraska,Illinois,Indiana,Kansas,South Dakota,Ohio,Missouri,Winsconsin,Soybean oil price,Soybean meal price,Sugarcane kg,Crude Oil Barrel,Gasoline Gallon
2009/01,172.83,9.21 %,13.2,2.2,25.5,20.6,21.3,31.4,16.7,20.8,27.7,6.1,789.89,382.67,.28,43.86,1.15
2009/02,163.38,-5.47 %,26.7,15.0,31.8,32.5,32.2,39.7,23.4,31.4,38.4,20.4,747.64,396.00,.29,41.84,1.22
2009/03,164.56,0.72 %,37.1,26.0,37.4,43.6,44.2,44.4,30.0,42.3,46.5,30.1,730.71,366.91,.30,46.65,1.29
2009/04,168.50,2.39 %,47.0,41.8,46.1,51.4,51.5,52.1,42.3,51.1,53.4,43.0,809.08,395.57,.30,50.28,1.38
2009/05,179.91,6.77 %,59.8,53.4,59.1,62.8,62.0,63.0,55.8,61.1,63.8,55.1,889.62,447.37,.35,58.15,1.69
2009/06,179.52,-0.22 %,68.9,62.3,66.8,72.7,71.6,74.4,63.2,69.0,74.6,63.6,892.92,460.14,.36,69.15,1.91
2009/07,151.57,-15.57 %,68.0,64.1,70.2,70.3,69.2,75.6,67.9,68.5,72.8,63.7,846.30,440.22,.41,64.67,1.75
2009/08,151.96,0.26 %,68.3,64.2,69.4,70.9,70.7,74.4,67.4,71.0,72.6,64.8,903.15,453.19,.49,71.63,1.93
2009/09,150.39,-1.03 %,63.3,62.6,61.8,65.9,65.5,65.3,63.0,64.6,66.6,61.4,858.18,440.95,.51,68.35,1.78
2009/10,167.31,11.25 %,44.9,39.9,42.3,50.1,50.5,48.8,39.5,50.0,50.9,42.2,897.00,429.50,.50,74.08,1.92
2009/11,171.64,2.59 %,43.4,37.8,42.2,47.2,46.3,47.6,40.0,46.1,49.8,40.0,932.38,439.57,.49,77.55,1.98
2009/12,164.56,-4.12 %,19.8,12.0,18.6,29.1,30.4,26.5,13.5,30.6,30.6,18.2,939.91,430.82,.52,74.88,1.92
2010/01,167.31,1.67 %,13.6,8.8,22.1,21.5,23.9,27.2,14.8,25.0,25.5,15.1,920.55,423.05,.58,77.12,2.04
2010/02,161.80,-3.29 %,17.3,12.8,23.0,25.7,25.7,29.9,14.6,25.7,28.4,20.0,909.19,404.85,.56,74.76,1.96
2010/03,159.05,-1.70 %,38.4,35.8,39.7,43.8,43.6,44.2,36.3,42.2,45.0,37.4,911.07,371.38,.41,79.30,2.14
2010/04,157.08,-1.24 %,55.2,50.0,51.7,58.7,57.3,57.8,49.3,55.4,60.5,50.0,902.83,376.95,.36,84.18,2.23
2010/05,163.38,4.01 %,59.9,56.0,56.3,64.3,64.3,62.1,54.2,63.4,64.5,57.6,859.49,371.00,.34,75.62,2.02
2010/06,152.75,-6.51 %,70.8,63.8,69.6,74.9,74.1,77.0,65.9,72.2,77.3,65.1,860.28,351.18,.35,74.73,2.01
2010/07,163.76,7.21 %,74.6,70.4,74.5,77.6,76.4,79.6,72.4,75.1,79.1,71.4,910.82,369.32,.38,74.58,2.00
2010/08,175.58,7.22 %,74.4,70.2,74.8,76.8,75.6,79.7,73.6,74.2,79.0,70.8,997.62,398.91,.41,75.83,1.94
2010/09,205.89,17.26 %,63.1,55.0,63.6,67.2,67.2,70.8,59.1,65.9,68.8,56.9,1035.26,409.73,.50,76.12,1.97
2010/10,235.81,14.53 %,53.9,49.1,54.0,56.5,56.0,59.1,51.6,54.7,58.3,49.5,1146.75,417.77,.54,81.72,2.16
2010/11,238.18,1.01 %,38.0,30.7,36.7,43.7,42.8,43.6,32.1,41.9,46.5,34.9,1231.69,436.82,.58,84.53,2.24
2010/12,250.38,5.12 %,19.1,11.5,26.1,24.0,24.3,32.3,17.7,24.8,29.6,16.9,1324.72,449.19,.62,90.01,2.39
2011/01,264.95,5.82 %,14.8,5.0,20.4,22.7,23.7,27.3,13.0,23.5,26.7,12.2,1365.73,462.26,.65,92.69,2.45
2011/02,292.90,10.55 %,22.6,13.2,24.5,30.2,31.2,30.2,16.3,30.5,33.2,18.5,1359.86,468.74,.65,97.91,2.56
2011/03,290.54,-0.81 %,35.1,23.6,37.1,41.6,41.7,44.1,27.3,39.6,45.1,28.0,1306.53,437.96,.58,108.65,2.84
2011/04,319.27,9.89 %,47.6,41.6,47.5,53.1,53.0,55.2,43.1,52.1,56.8,41.7,1310.45,412.37,.54,116.24,3.18
2011/05,307.86,-3.57 %,59.1,53.6,56.0,62.1,62.1,62.6,53.0,61.7,62.8,54.0,1296.03,404.36,.48,108.07,3.02
2011/06,310.61,0.89 %,69.6,63.4,68.2,72.9,72.2,76.8,64.7,70.4,75.8,64.3,1319.38,402.45,.56,105.85,2.84
2011/07,300.77,-3.17 %,78.0,72.7,77.7,79.9,78.8,84.9,75.9,77.3,82.7,73.2,1337.36,410.41,.62,107.92,3.02
2011/08,310.22,3.14 %,72.0,68.2,73.9,74.8,73.1,80.9,71.6,71.9,77.8,68.2,1328.39,409.21,.61,100.49,2.84
2011/09,295.26,-4.82 %,60.2,57.5,60.6,63.6,63.6,66.2,59.9,64.2,64.8,57.3,1307.85,404.09,.59,100.82,2.77
2011/10,274.79,-6.93 %,53.4,49.9,52.7,55.2,53.9,57.5,51.3,52.7,57.2,49.8,1223.10,381.00,.56,99.85,2.77
2011/11,274.39,-0.15 %,39.4,32.9,38.2,45.8,46.9,43.7,34.4,46.9,47.4,36.7,1213.96,359.59,.53,105.41,2.63
2011/12,258.65,-5.74 %,29.1,22.7,28.6,35.9,36.6,33.1,26.8,36.9,37.4,25.7,1203.28,351.62,.51,104.23,2.63
2012/01,272.84,5.49 %,26.5,18.4,30.4,31.9,32.4,36.1,25.4,32.1,36.3,20.8,1216.28,385.86,.52,107.07,2.82
2012/02,279.46,2.43 %,29.6,22.4,29.3,35.8,35.4,37.1,25.7,35.1,39.9,26.6,1249.12,406.19,.53,112.69,3.04
2012/03,280.69,0.44 %,51.6,41.8,50.8,55.5,55.0,55.5,47.0,52.2,58.1,45.6,1285.38,440.73,.53,117.79,3.17
2012/04,274.00,-2.38 %,52.4,45.5,53.5,54.6,52.9,59.2,50.2,50.2,59.0,45.1,1308.89,482.37,.50,113.67,3.21
2012/05,269.28,-1.72 %,65.0,58.3,62.3,68.1,67.7,69.0,58.3,66.4,69.5,59.6,1220.55,502.80,.46,104.09,2.88
2012/06,267.31,-0.73 %,71.4,66.8,73.4,72.6,71.6,77.5,70.4,70.3,74.8,67.1,1181.93,514.95,.45,90.73,2.60
2012/07,333.05,24.59 %,79.6,74.3,80.0,81.8,80.2,84.4,78.7,77.5,83.6,74.8,1239.49,608.68,.50,96.75,2.75
2012/08,331.99,-0.32 %,71.0,66.7,73.0,73.6,71.9,76.5,71.0,71.4,76.2,67.1,1250.27,651.35,.46,105.27,3.02
2012/09,320.85,-3.36 %,62.1,57.3,64.1,64.9,64.2,68.2,62.6,63.3,67.0,57.7,1280.95,647.18,.44,106.28,3.27
2012/10,321.24,0.12 %,48.8,43.2,48.2,52.5,52.1,54.0,45.6,52.4,54.3,44.8,1177.95,595.41,.45,103.41,2.98
2012/11,321.64,0.12 %,39.2,30.9,40.0,41.2,40.0,46.5,34.9,39.6,45.1,34.4,1137.78,567.61,.43,101.17,2.82
2012/12,308.65,-4.04 %,27.7,16.8,27.6,36.8,38.2,34.6,21.4,37.7,38.8,25.1,1158.64,577.22,.43,101.19,2.73
2013/01,303.13,-1.79 %,22.0,11.4,25.5,29.2,29.9,32.3,19.4,30.5,33.8,16.8,1192.35,526.20,.42,105.10,2.85
2013/02,302.74,-0.13 %,24.2,13.0,28.8,29.9,30.2,33.6,23.8,29.2,34.4,17.0,1173.48,518.90,.40,107.64,3.05
2013/03,309.04,2.08 %,29.0,20.6,34.8,34.3,34.8,40.3,28.1,35.0,38.3,23.9,1117.43,513.95,.41,102.52,2.91
2013/04,279.91,-9.43 %,43.8,34.0,42.5,50.2,50.8,48.4,36.9,50.6,52.1,37.8,1094.52,495.55,.39,98.85,2.71
2013/05,295.54,5.58 %,59.0,53.2,58.5,63.9,64.4,63.3,55.9,63.2,63.4,55.2,1073.20,514.78,.39,99.37,2.74
2013/06,298.41,0.97 %,68.9,63.9,68.8,71.5,70.8,75.2,65.3,69.5,73.0,63.9,1037.75,545.20,.38,99.74,2.74
2013/07,279.51,-6.33 %,72.3,69.0,73.2,73.1,72.3,77.2,71.8,72.5,75.0,68.9,990.31,569.26,.37,105.26,2.92
2013/08,238.74,-14.59 %,71.9,67.8,73.8,72.8,71.5,76.5,71.6,70.2,74.6,67.6,994.65,539.39,.38,108.16,2.93
2013/09,207.41,-13.12 %,67.0,61.5,68.0,68.6,66.9,72.1,65.8,64.5,70.7,60.8,1019.72,576.81,.38,108.76,2.80
2013/10,201.73,-2.74 %,50.5,44.9,48.8,54.5,54.3,55.2,44.3,54.3,55.9,46.7,990.96,584.87,.41,105.43,2.69
2013/11,199.13,-1.29 %,33.9,27.6,36.0,38.8,39.2,41.3,32.1,39.0,41.8,30.8,989.83,567.19,.39,102.63,2.67
2013/12,197.39,-0.87 %,17.4,5.0,22.8,26.2,29.4,29.2,13.5,32.0,30.3,11.9,990.52,569.45,.36,105.48,2.74
2014/01,198.06,0.34 %,14.2,2.3,25.4,19.3,19.4,29.6,18.3,19.8,25.8,6.0,942.10,539.52,.34,102.10,2.67
2014/02,209.32,5.69 %,13.2,3.8,20.8,19.4,22.0,27.8,13.9,23.4,26.5,7.3,970.96,570.75,.37,104.83,2.80
2014/03,222.33,6.22 %,29.7,19.6,35.4,34.4,34.1,40.6,29.4,33.6,39.5,21.4,996.67,601.52,.39,104.04,2.75
2014/04,222.36,0.01 %,47.5,38.4,48.3,52.4,52.4,54.0,43.4,51.4,55.1,39.7,1001.69,584.36,.39,104.87,2.90
2014/05,217.30,-2.28 %,60.0,54.3,58.5,63.7,62.9,64.7,55.6,61.7,65.3,55.3,961.81,568.00,.40,105.71,2.86
2014/06,202.39,-6.86 %,70.2,65.0,68.1,73.0,72.6,73.6,64.2,70.6,73.7,66.4,925.82,543.86,.40,108.37,2.90
2014/07,182.73,-9.71 %,68.8,66.7,71.2,70.3,69.1,75.4,69.5,69.4,72.6,65.9,897.43,503.35,.40,105.23,2.80
2014/08,176.42,-3.45 %,71.2,67.1,72.2,73.8,72.4,78.3,69.3,71.0,76.6,67.1,861.77,502.12,.38,100.05,2.71
2014/09,163.06,-7.57 %,62.0,58.5,62.9,64.7,64.0,68.2,60.5,64.0,67.1,58.2,839.82,459.73,.35,95.85,2.72
2014/10,163.12,0.04 %,51.2,46.2,53.2,54.3,53.8,58.9,50.3,53.3,57.8,46.0,833.03,453.13,.37,86.08,2.40
2014/11,178.74,9.58 %,29.3,21.4,32.2,34.6,35.6,38.5,25.6,36.8,37.8,25.3,825.98,473.60,.36,76.99,2.17
2014/12,178.73,-0.01 %,28.2,20.4,28.0,33.9,34.6,34.6,24.2,35.3,36.7,24.1,814.55,469.67,.34,60.70,1.68
2015/01,174.71,-2.25 %,21.6,13.7,27.2,25.7,25.3,32.1,22.7,24.4,31.2,15.3,796.58,442.64,.34,47.11,1.36
2015/02,173.70,-0.58 %,14.5,5.6,26.1,19.4,19.3,31.2,19.5,17.3,26.2,7.6,762.61,418.25,.32,54.79,1.61
2015/03,174.23,0.31 %,37.3,30.7,42.9,38.3,37.2,46.8,39.0,35.9,44.5,30.7,749.93,412.36,.29,52.83,1.64
2015/04,172.05,-1.25 %,51.1,44.6,50.5,54.3,52.9,56.4,47.7,51.5,57.7,45.0,747.74,398.09,.29,57.54,1.79
2015/05,166.29,-3.35 %,60.0,54.2,56.2,64.9,65.0,61.7,53.8,65.0,64.8,56.6,785.13,386.12,.29,62.51,1.94
2015/06,166.72,0.26 %,69.4,64.7,69.8,71.7,71.0,75.8,67.6,69.8,74.3,63.8,788.21,387.00,.27,61.31,2.01
2015/07,179.60,7.73 %,72.0,69.5,73.4,74.2,72.9,78.9,72.1,71.6,77.4,68.4,752.32,407.09,.28,54.34,1.86
2015/08,162.59,-9.47 %,68.9,65.9,70.9,71.9,70.6,75.2,69.8,70.1,73.4,66.1,728.33,385.86,.25,45.69,1.62
2015/09,165.62,1.86 %,68.4,63.8,68.6,70.4,68.8,74.2,65.9,68.4,71.6,64.7,720.40,374.45,.26,46.28,1.46
2015/10,171.39,3.48 %,53.0,47.9,54.3,56.0,55.6,59.2,51.6,54.4,57.7,48.4,743.30,372.68,.31,46.96,1.40
2015/11,166.16,-3.05 %,42.0,36.5,40.1,46.6,46.6,46.5,36.4,47.3,48.9,39.4,727.34,350.57,.32,43.11,1.38
2015/12,163.95,-1.33 %,33.0,24.8,29.7,41.1,42.5,37.6,24.3,43.7,42.4,31.8,765.70,338.35,.32,36.57,1.28
2016/01,161.03,-1.78 %,19.6,12.6,26.0,26.9,27.5,32.0,19.8,27.2,30.9,16.2,736.03,336.48,.31,29.78,1.12
2016/02,159.68,-0.84 %,28.6,19.9,35.0,33.8,33.9,40.8,31.2,33.6,39.1,22.6,767.24,323.29,.29,31.03,1.06
2016/03,159.14,-0.34 %,42.4,35.7,43.9,47.3,47.3,49.7,40.1,46.5,50.4,36.8,765.61,319.13,.34,37.34,1.20
2016/04,164.41,3.31 %,50.1,42.5,49.9,53.0,52.0,56.3,46.3,50.2,57.3,42.9,794.13,346.19,.34,40.75,1.45
2016/05,168.96,2.77 %,59.5,56.7,57.2,62.0,60.6,61.6,56.7,59.7,62.7,56.1,795.64,421.64,.38,45.94,1.57
2016/06,179.87,6.46 %,73.0,65.6,73.3,74.8,72.9,77.5,70.7,71.2,76.9,65.8,799.91,467.73,.43,47.69,1.51
2016/07,161.76,-10.07 %,72.8,69.3,74.2,75.6,74.6,79.7,73.0,74.8,78.1,69.9,796.67,439.90,.43,44.13,1.35
2016/08,150.15,-7.18 %,72.0,68.1,71.8,75.7,75.7,76.4,71.0,76.0,76.7,69.5,824.42,398.70,.44,44.88,1.38
2016/09,148.43,-1.15 %,67.3,60.7,65.0,70.8,69.9,70.8,62.4,69.2,71.7,62.6,837.21,368.05,.47,45.04,1.44
2016/10,152.26,2.58 %,55.3,48.2,55.4,59.9,59.5,61.5,51.6,57.7,62.1,50.4,861.26,361.88,.49,49.29,1.52
2016/11,151.80,-0.30 %,45.1,40.2,44.3,48.1,47.0,49.9,42.0,45.8,51.0,41.6,885.11,357.00,.45,45.26,1.46
2016/12,152.45,0.43 %,22.9,15.3,23.8,28.9,29.8,29.8,15.4,31.0,32.4,19.9,916.70,355.95,.41,52.62,1.63
2017/01,159.99,4.95 %,24.2,14.6,24.8,32.1,33.8,33.0,16.5,34.6,35.4,19.4,876.85,371.05,.45,53.59,1.62
2017/02,162.86,1.79 %,34.5,23.9,35.4,41.1,41.3,43.1,29.4,40.5,45.1,27.8,839.60,373.60,.45,54.35,1.55
2017/03,158.96,-2.39 %,37.5,28.2,42.2,43.2,42.6,48.9,35.5,40.4,48.4,30.2,814.94,360.70,.40,50.90,1.49
2017/04,156.44,-1.59 %,51.1,44.4,49.7,56.5,57.0,55.6,46.1,56.6,58.5,46.4,794.04,345.70,.36,52.16,1.61
2017/05,158.59,1.37 %,58.5,53.6,57.0,61.9,60.9,62.2,56.0,60.1,64.1,53.3,825.06,344.35,.35,49.89,1.54
2017/06,157.93,-0.42 %,71.1,65.0,70.7,72.7,71.1,75.1,68.1,69.6,73.5,65.6,832.95,330.32,.31,46.17,1.45
2017/07,157.51,-0.27 %,74.7,69.2,76.8,76.1,74.2,80.1,76.0,73.0,78.8,68.8,835.60,340.86,.32,47.66,1.56
2017/08,148.50,-5.72 %,67.8,64.0,69.0,70.5,70.0,73.1,67.4,69.7,72.1,64.2,861.72,330.17,.32,49.94,1.69
2017/09,147.29,-0.81 %,66.7,60.8,65.0,68.8,67.2,70.5,61.8,65.8,70.4,62.2,889.44,342.07,.32,52.95,1.87
2017/10,148.62,0.90 %,53.3,47.1,51.0,58.1,57.6,57.6,48.0,57.4,59.0,50.0,880.60,353.27,.32,54.92,1.72
2017/11,148.70,0.05 %,36.2,27.4,39.9,41.9,42.4,45.2,34.7,41.8,46.2,31.4,886.77,350.91,.33,59.93,1.83
2017/12,148.98,0.19 %,24.4,13.4,26.6,29.8,29.6,33.6,21.7,29.2,34.3,17.3,867.19,359.90,.32,61.19,1.76
2018/01,155.84,4.60 %,17.8,10.4,23.0,24.1,24.5,29.9,18.1,25.0,28.0,15.2,870.50,375.74,.31,66.23,1.90
2018/02,163.36,4.83 %,20.5,8.6,21.7,31.8,35.1,31.9,11.6,36.6,35.6,16.1,843.56,421.13,.30,63.46,1.82
2018/03,172.00,5.29 %,35.2,27.5,38.5,39.2,38.2,45.9,30.4,36.4,44.0,29.7,836.68,445.36,.28,64.17,1.83
2018/04,175.60,2.09 %,39.3,32.7,41.2,44.8,45.1,47.6,36.7,45.1,48.2,33.5,831.85,461.62,.27,68.79,2.00
2018/05,179.09,1.99 %,67.0,61.1,63.8,70.7,69.7,71.1,62.1,68.0,72.5,62.0,793.25,459.17,.27,73.43,2.13
2018/06,165.07,-7.83 %,73.1,67.0,72.2,74.9,73.4,78.2,69.3,71.4,77.4,66.5,788.57,421.33,.28,71.98,2.03
2018/07,156.46,-5.22 %,73.1,69.7,73.4,75.0,74.1,78.7,72.2,73.8,78.2,69.8,780.45,406.64,.26,72.67,2.07
2018/08,162.37,3.78 %,71.8,67.4,70.8,74.7,74.0,75.7,69.9,73.6,76.4,68.5,761.82,388.04,.24,71.08,2.08
2018/09,154.80,-4.66 %,65.9,59.0,65.7,70.3,69.9,70.1,61.5,69.6,71.3,61.2,754.05,377.15,.25,75.36,2.09
2018/10,160.26,3.53 %,48.2,40.7,47.2,54.2,54.9,53.6,43.2,54.3,56.4,43.6,752.37,379.52,.29,76.73,2.03
2018/11,160.69,0.27 %,30.0,22.8,33.5,35.6,36.8,38.2,29.3,37.4,37.6,27.3,729.22,366.20,.28,62.32,1.63
2018/12,167.44,4.20 %,28.0,20.2,28.1,34.4,35.4,34.3,25.3,35.1,36.8,25.1,727.88,361.02,.28,53.96,1.45
2019/01,166.74,-0.42 %,18.7,6.6,26.4,25.4,27.0,31.3,18.0,27.4,31.0,13.1,747.79,362.01,.28,56.58,1.43
2019/02,169.52,1.67 %,15.3,5.3,17.2,29.3,32.3,27.9,6.1,33.0,33.0,13.5,772.82,353.34,.29,61.13,1.57
2019/03,166.22,-1.95 %,31.1,22.6,31.7,37.3,37.2,39.4,25.1,36.8,40.9,25.7,750.33,344.63,.28,63.79,1.81
2019/04,161.49,-2.85 %,49.2,41.4,49.2,52.5,52.2,55.4,44.2,52.3,56.7,42.4,733.77,341.53,.28,68.58,2.04
2019/05,171.08,5.94 %,56.6,50.5,53.5,62.5,62.6,60.5,50.4,62.8,64.5,51.8,742.53,339.18,.27,66.83,1.92
2019/06,195.08,14.03 %,69.3,64.4,68.0,70.9,69.9,72.4,66.3,68.8,72.4,63.6,742.89,362.60,.28,59.76,1.74
2019/07,189.42,-2.90 %,75.1,70.4,74.5,77.4,76.3,78.6,72.1,75.9,77.6,71.3,748.17,348.73,.28,61.48,1.89
2019/08,163.59,-13.64 %,69.6,65.2,71.5,72.8,72.3,77.1,68.2,71.8,75.3,65.6,793.21,337.36,.27,57.67,1.69
2019/09,157.26,-3.87 %,68.2,60.2,68.3,71.6,70.8,75.2,63.1,69.8,74.8,62.0,779.25,333.13,.26,60.04,1.73
2019/10,167.15,6.29 %,47.1,42.4,44.2,53.7,55.5,51.1,40.2,56.5,54.3,45.0,770.80,341.76,.28,57.27,1.73
2019/11,166.33,-0.49 %,32.4,26.0,35.2,36.2,36.5,40.2,31.1,37.4,40.2,28.2,774.91,347.29,.28,60.40,1.72
2019/12,166.96,0.38 %,29.2,16.6,30.2,35.6,36.2,36.7,23.3,36.2,39.0,23.5,820.59,352.90,.30,63.35,1.71
2020/01,171.79,2.89 %,23.0,14.0,27.3,31.9,34.3,34.0,20.0,35.0,34.5,21.6,873.66,362.87,.31,61.63,1.66
2020/02,168.71,-1.79 %,24.8,14.0,29.5,31.9,32.9,34.9,23.5,32.8,35.4,19.1,800.41,354.14,.33,53.35,1.58
2020/03,162.42,-3.73 %,40.3,30.4,41.2,44.4,44.6,47.9,36.4,44.8,48.8,34.3,747.80,377.25,.26,32.20,0.89
2020/04,146.91,-9.55 %,46.6,39.3,46.1,49.6,48.9,52.6,42.0,47.8,53.0,40.7,679.98,363.83,.23,21.04,0.59
2020/05,143.91,-2.04 %,57.6,53.5,56.8,60.6,59.7,61.7,54.2,58.4,62.0,54.1,684.78,339.10,.24,30.38,0.88
2020/06,147.99,2.84 %,72.9,67.7,73.5,73.7,72.0,77.7,70.3,70.5,75.1,66.6,755.71,345.17,.27,39.46,1.12
2020/07,152.55,3.08 %,75.3,71.3,75.3,77.2,76.5,79.2,73.5,76.9,79.1,72.0,821.11,355.24,.27,42.07,1.22
2020/08,149.34,-2.10 %,71.9,68.1,74.0,72.8,72.0,76.4,72.6,72.2,74.2,68.3,866.94,374.95,.29,43.44,1.25
2020/09,166.08,11.21 %,61.9,56.5,62.7,65.6,65.2,66.3,60.4,64.6,67.2,57.4,905.86,408.43,.28,40.60,1.23
2020/10,186.75,12.45 %,46.0,39.0,46.4,51.9,53.1,52.6,41.2,53.5,53.6,41.3,914.77,465.55,.30,39.90,1.20
2020/11,190.38,1.94 %,42.0,34.0,42.6,47.1,46.6,48.1,38.6,46.4,49.6,38.6,973.88,495.98,.31,42.30,1.19
2020/12,198.77,4.41 %,27.2,21.1,31.2,33.0,33.6,35.8,28.3,33.6,36.2,24.2,1026.20,494.98,.31,48.73,1.36
2021/01,234.47,17.96 %,23.8,18.3,29.2,29.5,30.5,34.0,26.5,31.0,33.6,20.2,1101.47,561.71,.34,53.60,1.56
2021/02,245.24,4.59 %,12.4,6.5,16.6,20.7,23.7,24.0,12.8,25.3,24.3,10.6,1123.50,548.44,.36,60.46,1.76
2021/03,245.17,-0.03 %,42.3,35.6,42.6,46.2,45.9,48.0,39.4,44.8,49.9,36.9,1284.81,483.90,.34,63.83,1.99
2021/04,268.23,9.41 %,49.2,42.3,46.9,52.5,51.8,52.4,43.6,51.4,54.2,44.9,1400.75,464.20,.36,62.95,1.99
2021/05,305.31,13.82 %,58.9,55.2,57.9,61.1,59.6,61.8,55.1,58.8,62.3,54.9,1568.65,478.82,.38,66.40,2.12
2021/06,291.90,-4.39 %,73.4,69.9,72.8,74.1,72.7,75.8,72.3,71.6,74.8,69.4,1518.16,467.15,.38,71.80,2.17
2021/07,276.53,-5.27 %,73.4,71.2,74.9,74.7,73.8,77.6,75.4,73.0,76.6,69.5,1468.34,470.02,.39,73.28,2.26
